ISBN,abstract,documentType,year,id,type,title,status,datePublishing,journal,link,authors__id,authors__name
,"The teaching of Soil Science requires dynamic tools that allow the student to be hooked throughout the academic cycle. The objective of this research is to com-plement learning strategies with technology to improve student performance. The strategies were implemented during 16 weeks to a course of 34 students, where two were applied mainly, which were the elaboration of a video and a poster; In the video, the best groups were motivated to work with specialized help. At the end a survey was carried out to the students to determine the best strategies and their perception in the development of these; the data was analyzed descriptively. Both the elaboration of the video and the poster pleased the students because it meant a greater option for learning. With the didactic resources used a brief vision of the tools that can be used in classes to improve the student's motivation is pro-vided, which will allow to implement the best strategies in different courses of the Soil Science or even apply them in other fields depending on the nature of each component.",article,2019,7649,Scopus,Estrategias para el aprendizaje en un curso de la Ciencia del Suelo: de observador a protagonista,Aceptado,,LALA PROYECT Building capacity to use Learning Analytics  (I Conferencia Latinoamericana y Summer School de Analíticas de Aprendizaje – LALA 2019),https://www.lalaproject.org/conferencia2019/,1103505242,Jimenez Alvarez Leticia Salome
,,,,,,,,,,,1103080089,Fierro Jaramillo Natacha Del Cisne
,,,,,,,,,,,104750377,Quichimbo Miguitama Pablo Geovanny
,,,,,,,,,,,1104054406,Ortiz Leon Carlos
,,,,,,,,,,,1104078405,Maldonado Vivanco Juan Carlos
,,,,,,,,,,,1103819486,Capa Mora Edwin Daniel
,"The accelerated technological growth in this century has brought with it a variety of trends and developments of new business models. In the eyes of the entrepreneur, this arouses the interest of venturing into this new wave; in order to increase efficiency and profitability in your company, be more competitive in the market and satisfy your customers.  It  is  undeniable  that  Big  Data  and  Cloud  Computing  bring  different  and innovative schemes to the infrastructure already known for some time.\r\n3The present work is oriented to detail and to glimpse from the literary perspective the technological  tendencies  of  the  21st  century,  referring  to  Big  Data  and  Cloud Computing. In the first part, the article focuses on presenting the definitions, models, applications of both technologies; in the second part, emphasizes aspectsrelated to the current challenges facing companies in this technological wave, and what elements to analyze beforehand, before hiring a cloud service provider or acquire an application for the analysis of large data; in the third part, the most significant statistical results of these new technological services are presented, and lastly, the author points out the conclusions he has arrived at, as a result of the literary revision.",article,2018,7648,Latindex Catálogo,PERSPECTIVA DE LA NUEVA OLA TECNOLÓGICA DEL SIGLO XXI: BIG DATA Y CLOUD COMPUTING EN EL MUNDO EMPRESARIAL,Publicado,27/03/2018,Revista científica Ciencia y Tecnología,http://cienciaytecnologia.uteg.edu.ec/revista/index.php/cienciaytecnologia/article/view/242/250,915256085,Cedeño Villacis Roxana Patricia
,"This  research  work  has  been  oriented  to  envision,  from  the  literary review,  the  crucial  aspects  that  the  company  must  consider  to  safeguard  its information  through  the  application  of  more  recognized  international  regulations such as ISO / IEC 27001, ITIL and Cobit, in order to that the company can achieve its goal of reducing threats and vulnerabilities, whether internal or external. At the beginning of the article, it focuses on presenting the conceptualization of information security, risk, threat and vulnerability; In addition, it briefly addresses an explanation of   the   3   regulations   mentioned   above,   and   emphasizes   the   concern   of entrepreneurs  for  the  attacks  that  are  affecting  organizations;  then,  a  proposed methodology  is  explained  in  relation  to  aspects  that  must  be  considered  for  the implementation  of  information  security.  In  the  last  part,  the  Author  points  out  the conclusions and recommendations. This document is the product of literary review obtained from secondary sources",article,2018,7647,Latindex Catálogo,La seguridad de la información: Aspecto crucial que toda empresa del siglo XXI debe gestionar,Publicado,27/03/2018,Revista científica Ciencia y Tecnología,http://cienciaytecnologia.uteg.edu.ec/revista/index.php/cienciaytecnologia/article/view/195/167,915256085,Cedeño Villacis Roxana Patricia
,"Este artículo examina la relación que existe entre la decisión de permanecer o abandonar\r\nlos estudios universitarios y el rendimiento académico inmediato, siguiendo el patrón de\r\ndispersión geográfica de la población estudiantil, que es una de las principales fortalezas de\r\nla educación a distancia. La información, base de la investigación, corresponde a una cohorte\r\nde estudiantes matriculados en una carrera de grado a distancia de la Universidad Técnica\r\nParticular de Loja (UTPL). Usando técnicas estadísticas y econométricas – principalmente\r\nmodelos de probabilidad multinivel - se logró determinar que existe un efecto positivo del\r\nrendimiento académico inmediato en la decisión que toman los estudiantes de permanecer\r\nen los estudios. Este patrón de comportamiento se mantuvo en todos los centros de apoyo\r\nque tiene la UTPL, independientemente de su tamaño y distancia de la sede; es decir, la\r\ndispersión geográfica del centro de matrícula o lugar de vivienda del estudiante, no es un\r\nfactor que influye en las decisiones que éste toma. La aversión a la pérdida es el principal\r\nfactor de explicación del comportamiento, el hecho de no ser eficiente genera un efecto directo\r\ne inmediato, como es natural, no le encuentra sentido a su permanencia ya que no ha logrado\r\nintegrarse adecuadamente.",article,2019,7646,Latindex Directorio,"Análisis de la triada: integración académica, permanencia y dispersión geográfica (Analysis of the triad: academic integration, permanence and geographic dispersion)",Publicado,11/11/2018,RIED: Revista Iberoamericana de Educación a Distancia,https://doi.org/DOI: http://dx.doi.org/10.5944/ried.22.1.22001,1708664451,Negrete Zambrano Jose Fernando
,"A total of 411 vernacular names were recorded for 354 edible noncrop\r\nplant that are used by nonmdigenous mestizo pl""{Jple and in<ligieO()U8\r\nShuar in southern lVfestizo plant names, predominantly :>p,am.sh,\r\nare often formed through borrowing from native languages, or ne-\r\nThese are mechanisms typically vs,,'-d by immigrants to name unknown\r\nplants. Mestizo names show different of regional variability, though many\r\nare shared throughout the region, Vegetation diversity of an area InlJuenccs the\r\ndivcrsity of local plant names, Indigenous Shuar p€()ple use only Shuar plant\r\nnames, which show little variation within the area they inhabit. A comparison of\r\nmestizo and Shuar naming pra(,;tlces suggest'> that mestizo people arE:' more likely\r\nto give the same name to different plant species and to use more bino.rniaI names\r\nthan Shuar people do.",article,2005,7645,Scopus,"OF ""CLIMBING PEANUTS' AND 'DOG'S TESTICLES', MESTIZO AND SHUAR PLANT NOMENCLATURE IN ECUADOR",Publicado,,Journal of Ethnobiology,https://ethnobiology.org/journal/%5Bfield_volume-raw%5D-26,1103035216,Cabrera Cisneros Hugo Omar
,"Los tratados internacionales de derechos humanos reconocen y garantizan el derecho a la vida del nasciturus. En Ecuador se garantiza el derecho a la vida desde la concepción, penalizando el aborto como delito, sin embargo, un porcentaje considerable de mujeres lo practican en forma clandestina, en condiciones de salud deplorable.\r\n\r\nEl uso de la pastilla del día después como política pública adoptada por el Estado ecuatoriano para evitar embarazos no deseados, y reducir de esta manera el índice de abortos, ha causado mucha polémica entre los médicos ecuatorianos y la sociedad en general, puesto que esta medida, lejos de solucionar el problema del aborto, ha ocasionado graves problemas de salud pública.",article,2019,7644,ISI,Respuestas del Estado ecuatoriano frente a la problemática del aborto,Aceptado,03/05/2019,"Dilemas contemporáneos: Educación, Política y Valores.",,1102856596,Erazo Bustamante Silvana Esperanza
,,,,,,,,,,,1102931159,Ochoa Ochoa Maritza Elizabeth
,"En este artículo, se propone un modelo de confianza y otro de\r\nreputación, para la gestión de las emociones en un Salón de Clases Inteligente\r\n(SaCI). En general, un SaCI puede modelar como agentes a sus diferentes\r\ncomponentes de hardware y de software. Por otro lado, en los ambientes inteligentes\r\nmodelados con agentes, es necesario definir los mecanismos de interacción usados\r\nen las conversaciones entre los agentes. Además, las conversaciones deben ser\r\nenriquecidas con modelos de confianza y reputación de los agentes involucrados\r\nen las mismas, para que cada agente pueda decidir qué información, procedente\r\nde los distintos agentes, considerar al momento de ejecutar sus procesos de toma\r\nde decisión. Particularmente, se desarrollan modelos de confianza y reputación\r\npara los agentes de SaCI. Esos modelos se usan en una conversación que realiza la\r\ngestión de las emociones en SaCI, la cual permite definir la emoción que prevalece\r\nen un momento dado en él, a la que llamamos emoción social. La conversación\r\nes probada en varios casos de estudio, con la finalidad de validarla su capacidad\r\npara establecer la emoción social de SaCI. Los resultados experimentales con el\r\nsistema de gestión de las emociones basado en modelos de confianza y reputación,\r\ndemuestran que es capaz de determinar la emoción social en SaCI sin importar las\r\ncaracterísticas de su contexto y aprendiendo del comportamiento de los agentes, lo\r\nque le da una gran robustez.",article,2019,7643,Scopus,Sistema de Gestión de las emociones en un salón de clases inteligente basado en Modelos de confianza y reputación,Publicado,06/02/2019,Revista Ibérica de Sistemas e Tecnologias de Informação,http://www.risti.xyz/issues/ristie17.pdf,703084707,Cordero Zambrano Jorge Marcos
,"En este artículo, se propone un patrón jerárquico para identificar el\r\nestilo de aprendizaje de los estudiantes en un salón de clases, que se compone de\r\ndos niveles, uno para reconocer el estado emocional, y otro para identificar el estilo\r\nde aprendizaje. Cada nivel está definido por diferentes tipos de descriptores, que se\r\nperciben desde un enfoque multimodal. Además, utilizando el patrón jerárquico,\r\nse analizan dos enfoques, para modelar y reconocer el estilo de aprendizaje, el\r\ncual puede ser visual, auditivo, lectura/escritura, kinestésico. Uno de los enfoques\r\nes basado en lógica difusa, y el otro basado en crónicas, los cuales explotan la\r\nidea de recursividad y aprendizaje en el proceso de reconocimiento. Finalmente,\r\nconsiderando el entorno dinámico en el que se desarrollan las clases, se comparan\r\nlos enfoques, en cuanto a sus capacidades para aprender y determinar los estilos de\r\naprendizaje; y para comunicar dicha información claramente en un salón de clases\r\ninteligentes, basada en las emociones reconocidas.",article,2019,7642,Scopus,Enfoques Inteligentes para Identificar Estilos de Aprendizaje de los estudiantes mediante las Emociones en un salón de clases,Publicado,06/02/2019,Revista Ibérica de Sistemas e Tecnologias de Informação,http://www.risti.xyz/issues/ristie17.pdf,703084707,Cordero Zambrano Jorge Marcos
,"La participación de los Estados en asuntos científicos es cada vez mucho más activa y entusiasta, e. g., en el diseño de políticas científicas o la creación de mecanismos y herramientas de evaluación del desempeño de las entidades de carácter científico. Esta implicación del Estado necesariamente direcciona las relaciones entre ciencia y política. En contextos democráticos, estas relaciones son estudiadas en el marco del Contrato Social para la Ciencia (CSC), que es un modelo teórico para describir y comprender las relaciones entre la comunidad científica y política. En este trabajo, me enfocaré en describir las características fundamentales de lo que es el modelo clásico del contrato social para la ciencia y la nueva versión de este modelo, aportando razones para comprender porqué es importante que los actores políticos se comprometan a apoyar y proporcionar los recursos financieros necesarios a la comunidad científica para el progreso de la ciencia, sin que esto implique la intervención política del Estado en la investigación científica y la obtención de unos resultados específicos. Es vital por otra parte que los actores de la comunidad científica reconozcan la importancia de contar con un financiamiento público del Estado para el desarrollo de la investigación científica, y por ello mismo se comprometan a ser íntegros, productivos y desarrollar ciencia de buena calidad.",article,2018,7641,ISI,Science and Politics in Democratic Contexts II: Social Contract for Science,Indexado,31/12/2018,Disputatio. Philosophical Research Bulletin,https://disputatio.eu/vols/vol-7-no-8/velezleon-csc/,103547337,Velez Leon Paulo Emanuel
,"Capacitaciones FAO brinda herramientas para docentes y estudiantes en toda la región. Natacha Del Cisne Fierro Jaramillo, de Ecuador, aplica lo aprendido tanto en el trabajo de campo como en su labor en la universidad.\r\n",case_report,2019,7640,Artículos Publicados de Divulgación Internacional,Capacitaciones Fao,Publicado,30/08/2018,Organización de las Naciones Unidad para la Alimentación y la Agricultura,https://twitter.com/FAOHonduras/status/1035180370696851462\r\n,1103080089,Fierro Jaramillo Natacha Del Cisne
,"El eje fundamental que justifica la conservación de ciertos derechos fundamentales a los privados de libertad es su dignidad como seres humanos; y es en base a ello, que tanto la doctrina, los tratados internacionales como la normativa interna se han esmerado en buscar mecanismos de protección que respondan a través del derecho positivo, a garantizar los derechos mínimos que les son atribuibles a su paso por un centro penitenciario.\r\n\r\nEcuador es un Estado Constitucional de derechos y por ende netamente “garantista”, y en ese sentido, ha tratado de armonizar la Constitución vigente desde el 2008 con la normativa secundaria tratando de cristalizar dicha pretensión.  Por ende, la ley penal no podía quedar aislada, es así que el Código Orgánico Integral Penal vigente desde el 2014 ratifica los derechos que les asisten a los reclusos y a las víctimas, como no podía ser de otra manera.  En resumen, los derechos mínimos que les asisten son:\r\n-	Prohibición de aislamiento.  \r\n-	Comunicación y visita de familiares y profesionales del derecho.  \r\n-	Declarar sobre el trato recibido durante su encierro.  \r\n-	Acceso a una salud integral.  \r\n-	Satisfacción de sus necesidades educativas, laborales, productivas, culturales, alimenticias y recreativas.  \r\n-	Trato especializado y preferente para mujeres embarazadas, en periodo de lactancia, adolescentes, adultos mayores o enfermos o con discapacidad. \r\n-	Contar con medidas de protección para las niñas, niños, adolescentes, personas con discapacidad y personas adultas mayores que estén a su cuidado y dependen de la administración penitenciaria.  (Constitución, 2008:  Art. 51)",article,2018,7639,Latindex Directorio,¿Qué derechos fundamentales conservan los privados de la libertad?,Publicado,03/09/2018,Novedades Jurídicas,http://www.novedadesjuridicas.com.ec/que-derechos-fundamentales-conservan-los-privados-de-libertad/,702934407,Gonzalez Malla Janeth Patricia
,.,other,2018,7638,Artículos Publicados de Divulgación Local,.,Aceptado,,,radio.utpl.edu.ec,401279997,Carrillo Mayanquer Maria Irene
978-3-030-03576-1,"The analysis of the algorithms dedicated to the identification of\r\nsequential patterns described in the literature, shows that not all are suitable for\r\nthe type of scenarios with which video surveillance often deals, in particular for\r\nthe recognition of behavior patterns suspects to classify human behavior as\r\nnormal or suspicious, it is necessary to analyze all the monitored actions. This is\r\nthe reason why in this study the main proposal is a modification of the Generalized\r\nSequential Patterns, which we call Generalized Sequential Patterns\r\n+memory, which mainly incorporates a module that manages the number of\r\nrepetitions and combinations of actions (and not only of the sequence) that make\r\nup patterns. For the experimentation scenes of theft in supermarkets have been\r\nrecorded with labels representing states that we assume can be recognized by an\r\nartificial vision system. The results obtained were analyzed and their performance\r\nwas evaluated by comparing them with the results obtained from the GSP\r\napplication.",book_chapter,2019,7637,Scopus,Identification of Human Behavior Patterns Based on the GSP Algorithm,Publicado,,Information Systems and Technologies to Support Learning,https://doi.org/https://doi.org/10.1007/978-3-030-03577-8_62,1104029721,Benitez Hurtado Jorge Alonso
,"The main optical traits of leaves, which are\r\nneeded to parameterize the Community\r\nLand Model (CLM) submodel of the new\r\nLand Surface Model, are reflectance and\r\ntransmission in the visible spectrum (VIS,\r\n400 nm to 780 nm = photosynthetically active\r\nradiation, PAR) and the near infrared\r\nspectrum (NIR, >780 nm). The current plan\r\nfor the joint field campaign of project A1\r\nis to harvest the leaves from the selected\r\ntrees, bring them to the Estacion Cientifica\r\nSan Francisco (ECSF) and measure these\r\ntraits by spectrometry. This, however, requires\r\na stable signal for several hours\r\nfrom collection to measurement, while the\r\nwater supply of the leaves is interrupted.",letter,2019,7636,Artículos Publicados de Divulgación Internacional,Analyzing optical trait dynamics for selected tree species as a preparation for a plant functional type (PFT) survey,Publicado,11/02/2019,Tabebuia Bulletin,https://doi.org/10.5678/lcrs/for2730.cit.1736,1723935944,Fries Andreas Erwin
978-9942-26-405-4,"Las Instituciones de Educación Superior (IES) están llamadas a ofrecer una formación íntegra y/u holística en su oferta formativa, no obstante este requerimiento tiene ciertas limitantes en su aplicabilidad cuando la formación que se ofrece en las IES está basada en una pedagogía de corte conductista, la cual tiene como eje la trasmisión de conocimientos obligatorios antes que de formación integral de la persona, es decir se prima en las asignaturas la transferencia de conocimientos utilitarios antes que una formación académica y axiológica integral que potencie la innovación y el autoaprendizaje en los futuros profesionales. Desde el Humanismo se considera que este tipo de pedagogía no es suficiente, por cuanto el ejercicio profesional debe integrar dos componentes esenciales el ideal y lo vivencial, los cuales fundamentan no solo el proceso de formación profesional sino también el de desarrollo interpersonal e intrapersonal. Es así que, el objetivo de este trabajo es examinar estas dos nociones –desde la perspectiva del humanismo prácticovivencial–, a fin de demostrar que la forma en que educamos a los futuros profesionales influye en el desarrollo integral de sus competencias sociales y humanas, y reforzar que una formación basada en un Humanismo comprometido afianza desde el inicio de la vida universitaria el desarrollo de valores cualitativos para la constitución de un buen ser humano así como para un buen profesional responsable y consciente con su comunidad.",conference_paper,2017,7635,Artículos Publicados de Divulgación Internacional,Retos del humanismo en las universidades: del ideal a lo vivencial,Publicado,18/10/2018,,https://eventos.utpl.edu.ec/sites/default/files/print_pdf/Libro%20de%20actas%20simposio_digital.pdf,104645643,Guerrero Abril Liliana Anabel
,"La movilidad humana es un factor social que acompaña a la población mundial\r\ndesde sus inicios, a través de los procesos migratorios que han evolucionado en concordancia\r\ncon la agudización de la crisis económica y con otros factores sociales. En el año 2000, Ecuador\r\nvivió uno de los momentos migratorios más relevantes de la historia, con más de 560.000\r\npersonas que salieron del país, lo que representa un 4% de la población. En su momento, este\r\nfenómeno prácticamente se producía en el género masculino, pero en la actualidad el informe\r\nde la Organización de las Naciones Unidas (ONU) destaca que aproximadamente 104 millones\r\nde mujeres (48,3% población migrante mundial) ya son parte de este proceso. El papel de la\r\nmujer dentro de la migración y su incidencia en el desarrollo social han sido analizados en\r\nun trabajo de investigación liderado por Merci Vallejo Delgado, docente investigadora del Área\r\nSociohumanística de la Universidad Técnica Particular de Loja (UTPL) y un equipo de trabajo de\r\nesta misma institución y María Fannery Suárez Berrio y Andrea Mila Maldonado de la Pontificia\r\nUniversidad Católica – sede Ibarra (PUCESI).",article,2019,7634,Artículos Publicados de Divulgación Nacional,El retorno de la mujer ecuatoriana migrante y su impacto en el desarrollo social,Publicado,17/12/2018,Perspectivas-Diners,perspectivas.utpl.edu.ec,1102094883,Vallejo Delgado Merci Lorena
,"Resumen  El objetivo de esta investigación consiste en analizar la construcción de la noción de equipartición en estudiantes de primaria, a través de objetos musicales. Este interés surgió al observar que los métodos utilizados en la actualidad para la enseñanza de las fracciones no ofrecen un mecanismo de comprobación de la existencia o no de la equidad de las partes. Por lo tanto, en este estudio se pretende proveer a los estudiantes de diversas herramientas para identificar las consecuencias acústicas que surgen del incumplimiento de la equipartición. Las mismas pueden ser representadas de forma visual, corporales y auditiva. Esta investigación de tipo cualitativo y desarrollo curricular se realizó con estudiantes de 4º y 5º grado de educación primaria en un contexto rural, ubicada al occidente de Antioquia, Colombia. Dentro de los hallazgos de la investigación, se considera que los estudiantes inmersos en un mundo interdisciplinar real adquieren herramientas físicas y simbólicas para determinar la existencia o no de una equipartición. Es así como los escenarios diferentes a los tradicionales, dotados de experiencias y representaciones, logran contribuir a la construcción de la noción de equipartición en los estudiantes.",article,2019,7630,Scopus,La noción de equipartición de fracción y sus herramientas de verificación en un contexto musical,Aceptado,,Educação e Pesquisa,http://www.educacaoepesquisa.fe.usp.br/,1103320865,Ayala Chauvin Marco Antonio
,"Se determinó la presión demográfica sobre el recurso hídrico en la provincia de Loja, expresado a través de un índice de presión demográfica sobre el agua, calculado a partir del análisis multicriterio de cinco variables indicador. Los resultados obtenidos indican que la mayor presión demográfica sobre el agua se concentra en un área muy pequeña que representa el 2.5% del territorio y que aproximadamente la mitad del territorrio tiene problemas de presión sobre el recurso hídrico. Éstos resultados permitieron identificar las zonas prioritarias y más problemáticas para la gestión del agua, así como la inferencia de un posible escenario futuro sobre el recurso hídrico.",conference_paper,2016,7629,Artículos Publicados de Divulgación Nacional,Water resources and population: multi-criteria analysis of demographic pressure on water resources in southern Ecuador.,Publicado,,Memorias RECIR 2016,,1105161689,Arteaga Marín Juan
,"Los sistemas de flujo a superficie libre se caracterizan por la exposición de una región del fluido a la atmósfera. La velocidad de flujo en estos sistemas está condicionada por factores como la rugosidad de los materiales que conforman la sección que producen fuerzas de fricción que se oponen al movimiento del fluido. El propósito de este trabajo es el proporcionar una visión general de la distribución de las líneas de velocidad en un flujo a superficie libre (canal) que incluye un vórtice rotacional hidráulico. El aforo y toma de velocidades se realizó en nueve sectores del sistema de flujo experimental; siete sectores se fijaron en la sección del canal que abastece el prototipo y dos sectores en el vórtice rotacional. Las velocidades del flujo se midieron con el tubo Pitot en varios puntos en cada sector. Las distribuciones de velocidad se elaboraron con el apoyo de una aplicación informática para interpolación de datos y se comprobaron mediante un sistema de Dinámica de Fluidos Computacional-CFD. Los resultados obtenidos permitieron visualizar la localización de las velocidades máximas del flujo en las secciones del canal y del vórtice rotacional; y, comprobar la variación de la velocidad del flujo de acuerdo a los cambios graduales de las dimensiones y características de cada sección de la conducción. Además, se observó un aumento significativo de la velocidad del fluido cuando se produce el flujo rotacional y vorticial.",article,2018,7628,Latindex Catálogo,Perfiles de velocidad en sistema de flujo a superficie libre con un vórtice rotacional hidráulico,Publicado,,Espamciencia,,1105161689,Arteaga Marín Juan
,"Epidendrum triloboleptophytum belongs to the Leptophytum Group which is characterized by the straggling\r\nvegetative habit forming compact plants, delicate, grass-like, linear leaves, inflorescence racemose, subtended by a narrow,\r\nconduplicate spathe, flowers pale yellow, delicate, lip entire or 3-lobed, bicallose, calli elongate, parallel, fleshy, blending into a low midrib\r\nwhich runs down the middle of the lip. The species is recognized by the deeply 3-lobed lip, lateral lobes dolabriform, mid-lob\r\nnarrowly triangular, acuminate. Epidendrum leptophytum Hágsater, has the lip triangular-rhomboid in outline; bicallose, calli elongate,\r\nparallel, fleshy, blending into a low mid-rib which runs down the middle of the lip; lip overall triangular with the lateral margins\r\ndenticulate towards the base, entire towards the apex, basal corners rounded, the base abruptly narrowed, cuneate, fleshy, provided\r\nwith a pair of basal, very small, retrorse appendages, nearly parallel to the column.",book,2018,7627,Scielo,"EPIDENDRUM TRILOBOLEPTOPHYTUM Hágsater, Naranjo et. A.E.Mend., sp. nov.",Publicado,15/10/2018,Icones Orchidacearum,https://www.herbarioamo.org/index_archivos/Fascicle16(1).pdf,913932042,Naranjo Franco Carlos James
978-1-5386-6658-6,"Orthogonal frequency division multiplexing (OFDM) is a modulation and multiplexing technique widely used in communication systems since it guarantees reliable communications on noisy wireless channels. However, OFDM implementation is a very challenging task due to the high peak-to-average power ratio (PAPR) value. In this work, a PAPR reduction technique is applied, namely clipping technique. This technique is evaluated in a real OFDM system, which is implemented in software defined radio (SDR). We present and demonstrate that is possible to increase the range and coverage through the efficient use of the transmission power when the PAPR reduction technique is applied in the SDR technology. The results show that when a clipping technique with a threshold of 60% is used, the power required is reduced in 33.75%. Additionally, the reduction percentage could be transformed into 9.58% of increase in range and 63.07% in coverage.",conference_paper,2018,7626,IEEE,Increase the Range and Coverage on OFDM System using PAPR reduction by Clipping on SDR,Publicado,15/10/2018,2018 IEEE Third Ecuador Technical Chapters Meeting (ETCM),https://doi.org/10.1109/ETCM.2018.8580261,1104013006,Sandoval Noreña Francisco Alberto
,,,,,,,,,,,1103997530,Ludeña Gonzalez Patricia Jeanneth
,,,,,,,,,,,1104107907,Rohoden Jaramillo Katty Alexandra
,"Este artículo examina la relación que existe entre la decisión de permanecer o abandonar los estudios universitarios y el rendimiento académico inmediato, siguiendo el patrón de dispersión geográfica de la población estudiantil, que es una de las principales fortalezas de la educación a distancia. La información, base de la investigación, corresponde a una cohorte de estudiantes matriculados en una carrera de grado a distancia de la Universidad Técnica Particular de Loja (UTPL). Usando técnicas estadísticas y econométricas – principalmente modelos de probabilidad multinivel - se logró determinar que existe un efecto positivo del rendimiento académico inmediato en la decisión que toman los estudiantes de permanecer en los estudios. Este patrón de comportamiento se mantuvo en todos los centros de apoyo que tiene la UTPL, independientemente de su tamaño y distancia de la sede; es decir, la dispersión geográfica del centro de matrícula o lugar de vivienda del estudiante, no es un factor que influye en las decisiones que éste toma. La aversión a la pérdida es el principal factor de explicación del comportamiento, el hecho de no ser eficiente genera un efecto directo e inmediato, como es natural, no le encuentra sentido a su permanencia ya que no ha logrado integrarse adecuadamente.",article,2019,7625,Latindex Catálogo,"Análisis de la triada: integración académica, permanencia y dispersión geográfica",Publicado,01/01/2019,RIED. Revista Iberoamericana de Educación a Distancia,https://doi.org/http://dx.doi.org/10.5944/ried.22.1.22001,1103202550,Armijos Valdivieso Pablo Ramiro
980-11-0922-X,"El claustro intelectual-académico en el cual durante décadas perduró la investigación social, abrió sus puertas motivada ésta por la actual dimensión histórica contextual, para dirigirse a la comunidad, entendida como un común modo de vivir, de actuar, de ser, de convivir. Sin duda la dinámica social de la comunidad se construye a través de las historias de vidas, de los sujetos, de los tramas de múltiples relaciones, originando así diversas necesidades y problemáticas que desafían la capacidad humana. Por lo tanto los investigadores-comunitarios elaboran proyectos que abordan el problema existente desde el planteamiento complejo y dinámico de las relaciones sociales hacia la construcción colectiva de propuestas innovadoras para la formulación, aplicación y evaluación de proyectos comunes. Asimismo, el PEIC pretende ser, en la dialéctica contextual, un acto educativo, una producción social, pertinente a su entorno en el cual desarrolla la vida el “homo convivialis”, permitiendo de esta manera dilucidar la realidad para transformarla. No se trata entonces de una participación formal rutinaria, sino de educarse a la conciencia comunitaria, de un intercambio de saberes como expresión de la energía de los miembros del grupo a través de un proceso organizado. Por tal razón el presente estudio documental se propone ampliar y reflexionar sobre el proceso que permite diagnosticar, actuar y evaluar los diferentes momentos compartidos por los diferentes actores sociales hacia la resolución del problema y el bienestar colectivo.",article,2007,7624,Artículos Publicados de Divulgación Nacional,La factibilidad del Proyecto educativo integral comunitario (PEIC): Una perspectiva de participación social desde la complejidad,Publicado,,"Libro Digital Arbitrado “Educación Cooperativa y Desarrollo comunitario”. Memorias del VI Simposio Nacional “Educación Cooperativa y Desarrollo Comunitario” Centro Interdisciplinario de Investigación, Formación y Documentación de la Economías Cooperativa,",,151865995,D Elia Pierina
,"La transformación social de la actualidad está asociada a la necesidad de cambios que obliga a la comunidad universitaria articular su acción con el contexto en el cual se desenvuelve. En tal sentido la misma asume el compromiso de interacción comunitaria asignando a dos participantes-facilitadores-investigadores el protagonismo en la articulación entre la teoría, la práctica y las necesidades locales; esos lineamientos fundamentan el servicio comunitario legalmente sustentado entre la universidad y la comunidad. \r\n",abstract_report,2011,7623,Artículos Publicados de Divulgación Nacional,"La Universidad Nacional Experimental Simón Rodríguez, (UNESR) desde la acción transformadora de la educación comunidad. Caso: Servicio comunitario UNESR, Núcleo Valera, estado Trujillo",Publicado,,: Libro de Resúmenes LXI Convención anual de la ASOVAC. Biociencias - Ciencias Exactas- Ciencias Sociales -Tecnología,,151865995,D Elia Pierina
,"La producción social como herramienta de formación y desarrollo socio comunitario fundamenta en la actualidad el proceso de transformación del modelo de producción exógeno a endógeno a fin de responder primordialmente a las necesidades humana, hacia la consolidación de la soberanía alimentaria. La necesaria municipalización universitaria trabajando desde un enfoque productivo en el área de desarrollo rural ofrece a los pobladores oportunidades de crecimiento económico y mejoras en la calidad de vida. La presente investigación desde la visión socio-crítica propone analizar la acción social de la práctica del Servicio Comunitario de participantes ueserristas cuyos proyectos socioproductivos agrícolas aprovechan las condiciones naturales de la comunidad y la autogestión de la escuela Bolivariana “Miquimbay” ubicada en el Municipio Carache Estado Trujillo. El método de Investigación Acción permitió articular las acciones entre la investigadora, la Universidad Nacional Experimental Simón Rodríguez núcleo Valera y la Comunidad mencionada a través de la investigación de campo, técnicas de observación. El impacto social del presente estudio se traduce en un aporte de experiencias comunitarias   fundamentadas en una filosofía realista, social, participativa y comunicativa, en pro de un desarrollo nacional incluyente garantizando la justicia social, la conservación del ambiente y la sustentabilidad para las próximas generaciones.",abstract_report,2012,7622,Artículos Publicados de Divulgación Nacional,El desarrollo socioproductivo agro-alimentario desde la municipalización universitaria. Caso: servicio comunitario UNESR estado Trujillo,Publicado,,Libro de Resúmenes LXIII Convención anual de la ASOVAC. Biociencias - Ciencias Exactas- Ciencias Sociales -Tecnología,http://www.asovac.org/contenido/blog/lxii-convencion-anual/,151865995,D Elia Pierina
